,Date,High,Low,Open,Close,Volume,Adj Close,RSI,ema-5,EWA-5
0,2017-10-02,38.61249923706055,38.18000030517578,38.564998626708984,38.45249938964844,74795200.0,36.753414154052734,,,
1,2017-10-03,38.772499084472656,38.477500915527344,38.502498626708984,38.619998931884766,64921200.0,36.913516998291016,,,
2,2017-10-04,38.46500015258789,38.1150016784668,38.407501220703125,38.369998931884766,80655200.0,36.674560546875,,,
3,2017-10-05,38.86000061035156,38.51250076293945,38.54499816894531,38.84749984741211,85135200.0,37.13096618652344,,,
4,2017-10-06,38.872501373291016,38.63999938964844,38.74250030517578,38.82500076293945,69630400.0,37.10944747924805,,,
5,2017-10-09,39.182498931884766,38.872501373291016,38.95249938964844,38.959999084472656,65051600.0,37.23848342895508,,,
6,2017-10-10,39.5,38.775001525878906,39.01499938964844,38.974998474121094,62468000.0,37.2528190612793,,,
7,2017-10-11,39.244998931884766,38.9375,38.99250030517578,39.13750076293945,67622400.0,37.408145904541016,,,
8,2017-10-12,39.342498779296875,38.932498931884766,39.087501525878906,39.0,64500400.0,37.27672576904297,,,
9,2017-10-13,39.31999969482422,39.102500915527344,39.182498931884766,39.247501373291016,65576800.0,37.5132942199707,,,
10,2017-10-16,40.0,39.412498474121094,39.474998474121094,39.970001220703125,96486000.0,38.2038688659668,,,
11,2017-10-17,40.217498779296875,39.807498931884766,39.94499969482422,40.11750030517578,75989200.0,38.34484100341797,,,
12,2017-10-18,40.1775016784668,39.900001525878906,40.10499954223633,39.939998626708984,65496800.0,38.17518615722656,,,
13,2017-10-19,39.27000045776367,38.755001068115234,39.1875,38.994998931884766,170336800.0,37.271942138671875,,37.49209526789218,
14,2017-10-20,39.4375,38.9900016784668,39.15250015258789,39.0625,95896400.0,37.33646011352539,52.15527995993257,37.4755271283485,
15,2017-10-23,39.42250061035156,38.875,39.22249984741211,39.04249954223633,87937200.0,37.31734085083008,51.72263499577292,37.459257283477186,
16,2017-10-24,39.35499954223633,39.04999923706055,39.0724983215332,39.275001525878906,71028800.0,37.539573669433594,56.26407352705205,37.467266344189696,
17,2017-10-25,39.38750076293945,38.817501068115234,39.227500915527344,39.102500915527344,84828400.0,37.37468719482422,52.33067677331057,37.45828844203952,
18,2017-10-26,39.45750045776367,39.19499969482422,39.307498931884766,39.352500915527344,68002000.0,37.613643646240234,57.02010939114921,37.47297878659896,
19,2017-10-27,40.900001525878906,39.67499923706055,39.8224983215332,40.76250076293945,177816800.0,38.961341857910156,73.09557599722524,37.610536122274354,
20,2017-10-30,42.01750183105469,40.93000030517578,40.97249984741211,41.68000030517578,178803200.0,39.83830642700195,78.68286561436855,37.81219733657897,
21,2017-10-31,42.412498474121094,41.73500061035156,41.974998474121094,42.2599983215332,144187200.0,40.392677307128906,81.32332819763911,38.04141002324626,
22,2017-11-01,42.48500061035156,41.40250015258789,42.467498779296875,41.72249984741211,134551200.0,39.87892532348633,72.37617987971468,38.20183746476202,
23,2017-11-02,42.125,41.31999969482422,41.650001525878906,42.02750015258789,165573600.0,40.17045211791992,74.11639863204717,38.37102438555089,
24,2017-11-03,43.564998626708984,42.779998779296875,43.5,43.125,237594400.0,41.219451904296875,79.19523788199179,38.61232220292723,
25,2017-11-06,43.747501373291016,42.93000030517578,43.092498779296875,43.5625,140105200.0,41.63762283325195,80.81161024791903,38.8652435835032,
26,2017-11-07,43.8125,43.400001525878906,43.477500915527344,43.70249938964844,97446000.0,41.77143478393555,81.31195380203943,39.10528502673772,
27,2017-11-08,44.060001373291016,43.58250045776367,43.665000915527344,44.060001373291016,97638000.0,42.113136291503906,82.56236817813038,39.35097932807812,
28,2017-11-09,44.025001525878906,43.28499984741211,43.77750015258789,43.970001220703125,117930400.0,42.02711486816406,81.0913800643945,39.56735852246416,
29,2017-11-10,43.845001220703125,43.567501068115234,43.77750015258789,43.66749954223633,100582000.0,41.888023376464844,78.65125926861657,39.75324384813868,
30,2017-11-13,43.625,43.349998474121094,43.375,43.49250030517578,67928400.0,41.72016143798828,75.69108212180404,39.909439562402525,
31,2017-11-14,43.369998931884766,42.79499816894531,43.2599983215332,42.834999084472656,99130000.0,41.08945083618164,65.68746415297431,40.00240381122327,
32,2017-11-15,42.58000183105469,42.095001220703125,42.49250030517578,42.27000045776367,116632400.0,40.5474739074707,58.52901490749721,40.04503231365117,
33,2017-11-16,42.967498779296875,42.57500076293945,42.79499816894531,42.775001525878906,94550000.0,41.03189468383789,62.466198378448766,40.12169256600289,
34,2017-11-17,42.84749984741211,42.40999984741211,42.7599983215332,42.537498474121094,87598000.0,40.804073333740234,59.600392528899626,40.17437108792235,
35,2017-11-20,42.63999938964844,42.38999938964844,42.5724983215332,42.494998931884766,65049600.0,40.7633056640625,59.07807550881257,40.219574931820816,
36,2017-11-21,43.42499923706055,42.69499969482422,42.69499969482422,43.28499984741211,100525200.0,41.521114349365234,65.1856853041244,40.31894564684756,
37,2017-11-22,43.75,43.26250076293945,43.34000015258789,43.7400016784668,102355600.0,41.95757293701172,68.1354736064645,40.44344003351963,
38,2017-11-24,43.875,43.662498474121094,43.775001525878906,43.74250030517578,56106800.0,41.95996856689453,68.15142447637672,40.55813655409451,
39,2017-11-27,43.77000045776367,43.334999084472656,43.76250076293945,43.522499084472656,82867200.0,41.748931884765625,65.06166284371676,40.64782066913225,
40,2017-11-28,43.717498779296875,42.96500015258789,43.57500076293945,43.26750183105469,105715200.0,41.50432586669922,61.57698731068178,40.71207820310529,
41,2017-11-29,43.22999954223633,41.790000915527344,43.157501220703125,42.369998931884766,166665600.0,40.64339828491211,51.18568710076118,40.70694408792796,
42,2017-11-30,43.03499984741211,42.11000061035156,42.60749816894531,42.962501525878906,166108800.0,41.211753845214844,56.41480703572225,40.744555674615896,
43,2017-12-01,42.91749954223633,42.125,42.48749923706055,42.76250076293945,159037200.0,41.01990509033203,54.300309035662245,40.76500803410354,
44,2017-12-04,43.154998779296875,42.407501220703125,43.119998931884766,42.45000076293945,130169600.0,40.72013854980469,51.078769590260194,40.76168469486781,
45,2017-12-05,42.880001068115234,42.099998474121094,42.26499938964844,42.40999984741211,109400800.0,40.681766510009766,50.66440700922086,40.75578098579607,
46,2017-12-06,42.54999923706055,41.6150016784668,41.875,42.252498626708984,114240000.0,40.53068161010742,48.979614873371055,40.73919299475883,
47,2017-12-07,42.61000061035156,42.227500915527344,42.25749969482422,42.33000183105469,102693200.0,40.60503387451172,49.863218791969615,40.729328885332535,
48,2017-12-08,42.75,42.20500183105469,42.622501373291016,42.342498779296875,93420800.0,40.61701583862305,50.013458761286266,40.72108829774671,
49,2017-12-11,43.22249984741211,42.1974983215332,42.29999923706055,43.16749954223633,141095200.0,41.40840530395508,58.79591918709057,40.7714200481732,
50,2017-12-12,43.09749984741211,42.8650016784668,43.037498474121094,42.92499923706055,77636800.0,41.17578125,55.69812386658279,40.80097791415375,
51,2017-12-13,43.3849983215332,43.0,43.125,43.067501068115234,95273600.0,41.31248092651367,57.127612654050274,40.83830529450707,
52,2017-12-14,43.282501220703125,42.912498474121094,43.099998474121094,43.05500030517578,81906000.0,41.30048370361328,56.95392050691776,40.87198106206868,
53,2017-12-15,43.54249954223633,43.1150016784668,43.407501220703125,43.49250030517578,160677200.0,41.72016143798828,61.3776877033694,40.93369361229296,
